pais	ano	sexo	faixa etaria	suicidios	populacao	suicides/100k pop	country-year	HDI_for_year	 gdp_for_year 	gdp_per_capita 	geracao
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
